2025-07-09T14:08:19.243386,48.73,185.15,166.00,Olgunlaşmadı
2025-07-10T16:23:54.869297,47.76,218.45,125.85,Olgunlaşmadı
2025-07-10T16:26:08.413847,41.92,212.11,171.98,Olgunlaştı
